,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
533,2015,Jose Altuve,HOU,154,689,0.097,0.356,0.817,0.719,0.946,0.455,0.655,0.053,0.202,1.226495726,2227,0.521,0.898,268,202,104
534,2016,Jason Kipnis,CLE,156,688,0.212,0.275,0.669,0.62,0.9,0.449,0.552,0.078,0.277,0.930417495,2758,0.43,0.819,182,175,111
535,2018,Andrew McCutchen,- - -,155,682,0.213,0.193,0.653,0.641,0.845,0.458,0.56,0.082,0.277,0.892339545,2889,0.398,0.795,178,154,99
536,2019,Javier Baez,CHC,138,561,0.278,0.441,0.542,0.743,0.795,0.367,0.658,0.184,0.303,1.041551247,2002,0.552,0.667,189,119,68
537,2017,Jed Lowrie,OAK,153,645,0.155,0.242,0.706,0.759,0.884,0.462,0.608,0.079,0.203,0.822807018,2584,0.481,0.836,138,204,127
538,2012,Derek Jeter,NYY,159,740,0.122,0.307,0.733,0.732,0.903,0.445,0.605,0.077,0.214,1.042704626,2740,0.496,0.845,366,93,127
539,2010,Casey McGehee,MIL,157,670,0.152,0.288,0.766,0.672,0.875,0.458,0.593,0.075,0.233,1.136563877,2495,0.464,0.838,245,184,87
540,2010,J.D. Drew,BOS,139,546,0.192,0.202,0.702,0.586,0.878,0.46,0.573,0.065,0.284,1.164086687,2229,0.379,0.827,167,147,62
541,2018,C.J. Cron,TBR,140,560,0.259,0.385,0.614,0.704,0.822,0.386,0.588,0.14,0.285,0.820454545,2172,0.508,0.726,145,140,76
542,2019,Rhys Hoskins,PHI,160,705,0.245,0.24,0.681,0.61,0.84,0.41,0.54,0.085,0.281,0.688888889,3223,0.392,0.782,117,203,83
543,2017,Lorenzo Cain,KCR,155,645,0.155,0.304,0.641,0.71,0.906,0.466,0.639,0.089,0.239,0.918714556,2515,0.493,0.819,216,160,110
544,2013,Dustin Pedroia,BOS,160,724,0.104,0.274,0.827,0.595,0.922,0.479,0.594,0.047,0.251,1.051376147,2934,0.428,0.89,289,160,124
545,2011,Jeff Francoeur,KCR,153,656,0.188,0.4,0.732,0.742,0.846,0.426,0.643,0.109,0.23,0.884057971,2388,0.546,0.798,196,195,97
546,2013,Torii Hunter,DET,144,652,0.173,0.408,0.692,0.733,0.859,0.44,0.604,0.116,0.243,0.934210526,2363,0.551,0.79,246,152,99
547,2015,Carlos Beltran,NYY,133,531,0.16,0.294,0.706,0.669,0.913,0.432,0.573,0.074,0.253,1.020460358,2069,0.456,0.837,142,171,86
548,2015,Adam Eaton,CHW,153,689,0.19,0.284,0.713,0.604,0.904,0.465,0.586,0.07,0.27,0.868518519,2785,0.433,0.837,238,128,103
549,2018,Johan Camargo,ATL,134,524,0.206,0.36,0.667,0.697,0.818,0.4,0.576,0.123,0.272,0.860911271,2085,0.495,0.752,161,127,71
550,2018,Edwin Encarnacion,CLE,137,579,0.228,0.29,0.618,0.672,0.844,0.408,0.572,0.108,0.27,0.939849624,2293,0.446,0.757,135,164,76
551,2014,Kyle Seager,SEA,159,654,0.18,0.261,0.716,0.61,0.891,0.429,0.572,0.071,0.267,1.182957393,2563,0.411,0.827,173,194,105
552,2010,Ike Davis,NYM,147,601,0.23,0.267,0.602,0.645,0.859,0.389,0.561,0.099,0.283,1.092436975,2384,0.414,0.757,168,158,64
553,2010,Brett Gardner,NYY,150,569,0.178,0.178,0.746,0.448,0.975,0.475,0.562,0.029,0.315,1.005509642,2628,0.306,0.905,195,102,68
554,2013,Adrian Gonzalez,LAD,157,641,0.153,0.359,0.7,0.723,0.889,0.41,0.557,0.096,0.225,1.037735849,2361,0.508,0.81,189,193,113
555,2012,Adam Dunn,CHW,151,649,0.342,0.239,0.498,0.644,0.801,0.415,0.542,0.123,0.29,0.648484848,2876,0.407,0.697,109,140,72
556,2016,Chris Carter,MIL,160,644,0.32,0.259,0.422,0.683,0.762,0.422,0.585,0.155,0.31,0.836492891,2745,0.437,0.646,112,172,69
557,2018,Eduardo Escobar,- - -,151,631,0.2,0.393,0.69,0.728,0.856,0.407,0.616,0.115,0.251,0.781849913,2464,0.529,0.783,144,193,111
558,2014,Alex Gordon,KCR,156,643,0.196,0.257,0.586,0.655,0.885,0.442,0.575,0.092,0.267,0.952483801,2655,0.433,0.786,188,168,85
559,2017,Cesar Hernandez,PHI,128,577,0.18,0.216,0.623,0.614,0.88,0.47,0.574,0.078,0.275,1.097493036,2316,0.403,0.807,208,97,89
560,2019,Paul Goldschmidt,STL,161,682,0.243,0.314,0.699,0.677,0.801,0.413,0.645,0.111,0.282,0.743150685,2888,0.464,0.76,167,171,96
561,2012,Adrian Gonzalez,- - -,159,684,0.161,0.367,0.748,0.724,0.896,0.41,0.601,0.085,0.222,0.963369963,2508,0.513,0.833,212,187,127
562,2012,Mark Trumbo,LAA,144,586,0.261,0.395,0.561,0.647,0.823,0.442,0.606,0.147,0.313,0.97761194,2217,0.506,0.709,175,155,63
563,2011,Logan Morrison,FLA,123,525,0.189,0.252,0.705,0.585,0.892,0.425,0.541,0.069,0.272,1.180064309,2096,0.393,0.823,174,127,66
564,2015,Jason Heyward,STL,154,610,0.148,0.251,0.679,0.631,0.931,0.421,0.526,0.065,0.25,1.303116147,2348,0.411,0.842,263,108,89
565,2012,Curtis Granderson,NYY,160,684,0.285,0.291,0.589,0.621,0.81,0.403,0.557,0.118,0.305,0.831622177,2921,0.424,0.72,134,178,93
566,2014,Chris Carter,HOU,145,572,0.318,0.307,0.434,0.725,0.778,0.426,0.598,0.167,0.311,0.800486618,2336,0.485,0.653,89,169,71
567,2019,Christian Walker,ARI,152,603,0.257,0.282,0.58,0.78,0.819,0.412,0.589,0.128,0.249,0.762195122,2413,0.487,0.738,156,144,75
568,2016,Asdrubal Cabrera,NYM,141,568,0.181,0.328,0.628,0.734,0.884,0.437,0.597,0.105,0.241,0.990430622,2082,0.505,0.791,155,164,95
569,2011,Andre Ethier,LAD,135,551,0.187,0.304,0.642,0.716,0.891,0.424,0.564,0.094,0.241,0.93253012,2093,0.479,0.8,169,120,98
570,2012,Martin Prado,ATL,156,690,0.1,0.281,0.836,0.489,0.952,0.444,0.557,0.036,0.29,1.540166205,2712,0.374,0.904,267,162,127
571,2013,Billy Butler,KCR,162,668,0.153,0.286,0.725,0.623,0.909,0.431,0.546,0.068,0.25,1.054466231,2609,0.431,0.839,257,128,99
572,2010,Gaby Sanchez,FLA,151,643,0.157,0.34,0.73,0.645,0.905,0.46,0.597,0.079,0.246,0.938492063,2430,0.48,0.838,174,218,81
573,2016,Stephen Piscotty,STL,153,649,0.205,0.331,0.607,0.754,0.845,0.455,0.624,0.124,0.25,0.833333333,2481,0.523,0.763,196,163,91
574,2018,Cody Bellinger,LAD,162,632,0.239,0.283,0.623,0.669,0.78,0.434,0.581,0.124,0.288,0.900662252,2644,0.45,0.724,163,164,81
575,2012,Mark Teixeira,NYY,123,524,0.158,0.267,0.752,0.602,0.904,0.405,0.506,0.062,0.252,1.120943953,2114,0.403,0.844,156,150,74
576,2013,Jonathan Lucroy,MIL,147,580,0.119,0.309,0.766,0.575,0.941,0.461,0.559,0.054,0.273,1.100478469,2331,0.431,0.874,180,175,105
577,2015,Charlie Blackmon,COL,157,682,0.164,0.281,0.735,0.603,0.921,0.446,0.578,0.062,0.268,1.012244898,2727,0.424,0.853,190,183,123
578,2013,Jed Lowrie,OAK,154,662,0.137,0.279,0.763,0.725,0.903,0.448,0.586,0.068,0.212,1.040650407,2449,0.478,0.858,171,221,120
579,2016,Yasmany Tomas,ARI,140,563,0.242,0.424,0.576,0.803,0.824,0.412,0.71,0.163,0.271,0.929411765,1972,0.58,0.717,188,124,83
580,2017,Mike Moustakas,KCR,148,598,0.157,0.403,0.691,0.762,0.894,0.426,0.585,0.106,0.22,0.858195212,2240,0.556,0.81,162,213,91
581,2018,Nick Markakis,ATL,162,705,0.113,0.229,0.786,0.616,0.933,0.453,0.569,0.045,0.259,1.221238938,2798,0.404,0.888,239,166,147
582,2012,Cody Ross,BOS,130,528,0.244,0.279,0.622,0.656,0.83,0.45,0.574,0.108,0.279,0.905128205,2179,0.449,0.759,126,148,79
583,2017,Yuli Gurriel,HOU,139,564,0.11,0.328,0.702,0.679,0.911,0.438,0.621,0.081,0.25,1.562913907,1933,0.482,0.831,218,166,88
584,2016,Elvis Andrus,TEX,147,568,0.123,0.269,0.719,0.614,0.915,0.472,0.641,0.064,0.264,1.368421053,2083,0.432,0.85,211,126,105
585,2013,Jay Bruce,CIN,160,697,0.265,0.292,0.532,0.761,0.791,0.427,0.601,0.144,0.276,0.86888454,2762,0.492,0.703,163,175,106
586,2019,Brett Gardner,NYY,141,550,0.196,0.248,0.676,0.56,0.912,0.435,0.535,0.067,0.286,1.018766756,2381,0.383,0.826,168,145,67
587,2011,J.J. Hardy,BAL,129,567,0.162,0.308,0.776,0.54,0.91,0.48,0.593,0.059,0.296,1.297935103,2160,0.42,0.859,177,191,72
588,2019,Jose Abreu,CHW,159,693,0.219,0.373,0.621,0.671,0.892,0.41,0.577,0.113,0.275,0.889692586,2735,0.495,0.772,228,157,107
589,2012,Dustin Pedroia,BOS,141,623,0.096,0.248,0.836,0.617,0.911,0.472,0.546,0.047,0.246,1.209026128,2476,0.423,0.888,232,176,101
590,2013,Starling Marte,PIT,135,566,0.244,0.359,0.584,0.652,0.858,0.47,0.682,0.122,0.297,0.782417582,2168,0.497,0.753,181,98,77
591,2010,Alex Rios,CHW,147,617,0.151,0.287,0.708,0.624,0.925,0.459,0.527,0.066,0.247,1.291105121,2266,0.442,0.849,216,182,81
592,2012,Carlos Santana,CLE,143,609,0.166,0.212,0.662,0.611,0.848,0.443,0.507,0.081,0.259,1.06443299,2602,0.389,0.791,178,156,79
593,2010,Curtis Granderson,NYY,136,528,0.22,0.252,0.601,0.63,0.899,0.44,0.54,0.084,0.268,0.941176471,2176,0.418,0.798,116,166,70
594,2011,Asdrubal Cabrera,CLE,151,667,0.178,0.306,0.708,0.689,0.912,0.435,0.603,0.076,0.234,0.952941176,2516,0.473,0.837,213,188,85
595,2012,Nori Aoki,MIL,151,588,0.094,0.267,0.841,0.614,0.907,0.443,0.575,0.049,0.245,1.148989899,2290,0.421,0.883,252,126,77
596,2016,Adam Eaton,CHW,157,706,0.163,0.311,0.754,0.665,0.901,0.44,0.606,0.072,0.234,0.873889876,2670,0.467,0.846,264,127,101
597,2017,Elvis Andrus,TEX,158,689,0.147,0.339,0.691,0.631,0.902,0.452,0.627,0.085,0.265,1.249427918,2547,0.471,0.819,265,172,109
598,2014,Jhonny Peralta,STL,157,628,0.178,0.29,0.618,0.745,0.862,0.433,0.592,0.107,0.238,0.924335378,2476,0.487,0.78,178,170,104
599,2019,Eloy Jimenez,CHW,122,504,0.266,0.367,0.565,0.716,0.802,0.379,0.669,0.153,0.305,1.083870968,1864,0.499,0.694,161,114,61
600,2011,Edwin Encarnacion,TOR,134,530,0.145,0.281,0.74,0.682,0.897,0.452,0.592,0.072,0.239,1.108991826,1980,0.463,0.844,148,180,79
601,2010,Derrek Lee,- - -,148,626,0.214,0.226,0.656,0.637,0.843,0.466,0.591,0.087,0.27,0.908496732,2656,0.418,0.789,166,157,94
602,2016,Bryce Harper,WSN,147,627,0.187,0.27,0.663,0.681,0.874,0.382,0.507,0.086,0.236,0.851612903,2547,0.427,0.792,160,168,68
603,2010,Omar Infante,ATL,134,506,0.123,0.274,0.724,0.566,0.942,0.497,0.617,0.054,0.273,1.603174603,1799,0.419,0.87,190,139,75
604,2011,Eric Hosmer,KCR,128,563,0.146,0.359,0.729,0.68,0.879,0.415,0.556,0.09,0.252,1.143958869,2080,0.492,0.815,221,141,83
605,2010,Marlon Byrd,CHC,152,630,0.156,0.345,0.665,0.695,0.896,0.473,0.644,0.095,0.251,1.092760181,2229,0.51,0.814,252,147,84
606,2018,Joey Gallo,TEX,148,577,0.359,0.322,0.47,0.744,0.72,0.381,0.596,0.185,0.307,0.711491443,2348,0.483,0.617,86,145,60
607,2013,Jacoby Ellsbury,BOS,134,636,0.145,0.278,0.773,0.651,0.934,0.467,0.574,0.053,0.233,0.989816701,2454,0.452,0.881,247,137,102
608,2015,Christian Yelich,MIA,126,525,0.192,0.261,0.643,0.645,0.877,0.436,0.564,0.087,0.258,1.059659091,2125,0.428,0.797,233,56,84
609,2018,Kyle Schwarber,CHC,137,510,0.275,0.252,0.541,0.649,0.821,0.407,0.559,0.116,0.289,0.8125,2139,0.414,0.72,125,106,55
610,2017,Matt Joyce,OAK,141,544,0.208,0.214,0.607,0.671,0.819,0.458,0.542,0.101,0.268,0.98102981,2266,0.424,0.761,137,155,70
611,2010,Raul Ibanez,PHI,155,636,0.17,0.235,0.679,0.605,0.871,0.449,0.557,0.075,0.274,1.256830601,2545,0.401,0.809,205,172,83
612,2016,Mike Napoli,CLE,150,645,0.301,0.264,0.589,0.661,0.788,0.442,0.571,0.122,0.292,0.647887324,2950,0.44,0.721,134,166,68
613,2016,Anthony Rendon,WSN,156,647,0.181,0.228,0.75,0.648,0.888,0.474,0.623,0.064,0.264,0.938398357,2604,0.427,0.849,163,200,94
614,2012,Freddie Freeman,ATL,147,620,0.208,0.318,0.637,0.785,0.855,0.415,0.629,0.114,0.223,0.751341682,2467,0.512,0.775,156,155,109
615,2010,Hunter Pence,HOU,156,658,0.16,0.324,0.656,0.677,0.886,0.452,0.641,0.096,0.261,1.199063232,2422,0.484,0.801,272,165,75
616,2011,Gaby Sanchez,FLA,159,661,0.147,0.313,0.746,0.639,0.899,0.432,0.585,0.073,0.24,0.954274354,2581,0.454,0.839,171,214,95
617,2016,Melky Cabrera,CHW,151,646,0.107,0.348,0.801,0.686,0.928,0.421,0.554,0.061,0.222,1.062626263,2374,0.491,0.876,227,184,115
618,2018,Michael Conforto,NYM,153,638,0.249,0.276,0.587,0.651,0.84,0.415,0.585,0.11,0.286,0.832618026,2654,0.432,0.745,170,142,76
619,2015,Todd Frazier,CIN,157,678,0.202,0.367,0.638,0.761,0.852,0.413,0.603,0.124,0.242,0.877256318,2565,0.53,0.765,161,232,93
620,2019,Brian Anderson,MIA,126,520,0.219,0.348,0.587,0.659,0.871,0.41,0.627,0.119,0.286,1.03264095,1925,0.475,0.749,158,123,67
621,2013,Will Venable,SDP,151,515,0.229,0.367,0.626,0.723,0.876,0.411,0.561,0.117,0.258,0.803652968,1997,0.513,0.771,166,111,75
622,2014,Luis Valbuena,CHC,149,547,0.207,0.272,0.623,0.667,0.866,0.439,0.59,0.096,0.264,0.836027714,2281,0.445,0.783,114,174,74
623,2012,Alex Rodriguez,NYY,122,529,0.219,0.307,0.667,0.676,0.796,0.415,0.609,0.117,0.277,1.032352941,2016,0.46,0.745,159,114,78
624,2017,David Peralta,ARI,140,577,0.163,0.318,0.653,0.707,0.893,0.43,0.596,0.096,0.245,1.076923077,2144,0.486,0.803,239,115,80
625,2016,Danny Valencia,OAK,130,517,0.222,0.299,0.518,0.624,0.858,0.437,0.592,0.12,0.302,1.23024055,2020,0.441,0.728,161,114,83
626,2016,Yadier Molina,STL,147,581,0.108,0.36,0.814,0.727,0.896,0.473,0.625,0.071,0.197,0.965163934,2072,0.534,0.867,228,140,103
627,2013,Kendrys Morales,SEA,156,657,0.174,0.325,0.607,0.724,0.88,0.396,0.586,0.11,0.262,1.147887324,2464,0.483,0.769,238,160,91
628,2017,DJ LeMahieu,COL,155,682,0.132,0.238,0.799,0.593,0.935,0.493,0.591,0.043,0.255,1.117773019,2676,0.413,0.895,290,103,129
629,2019,Adam Eaton,WSN,151,656,0.162,0.282,0.723,0.632,0.914,0.427,0.579,0.068,0.25,0.87040619,2664,0.431,0.842,178,182,90
630,2016,Wil Myers,SDP,157,676,0.237,0.262,0.697,0.603,0.865,0.427,0.578,0.08,0.282,0.88247012,2884,0.408,0.803,198,150,95
631,2014,Denard Span,WSN,147,668,0.097,0.241,0.827,0.618,0.96,0.482,0.594,0.033,0.245,1.270783848,2454,0.423,0.921,247,160,128
632,2012,Jon Jay,STL,117,502,0.141,0.276,0.73,0.598,0.948,0.469,0.604,0.054,0.259,1.01396648,1935,0.427,0.873,214,70,79
633,2014,Kole Calhoun,LAA,127,537,0.194,0.311,0.638,0.676,0.906,0.423,0.605,0.092,0.272,1.098314607,2000,0.466,0.802,171,127,93
634,2012,A.J. Ellis,LAD,133,505,0.212,0.218,0.721,0.546,0.88,0.464,0.56,0.062,0.298,0.862162162,2242,0.37,0.83,142,104,73
635,2010,Adam LaRoche,ARI,151,615,0.28,0.275,0.53,0.662,0.851,0.442,0.566,0.115,0.289,0.933174224,2454,0.446,0.74,148,172,71
636,2019,Eduardo Escobar,ARI,158,699,0.186,0.408,0.684,0.711,0.85,0.386,0.615,0.12,0.259,0.90052356,2691,0.525,0.771,169,230,117
637,2018,Jurickson Profar,TEX,146,594,0.148,0.333,0.721,0.687,0.894,0.428,0.603,0.084,0.248,0.888888889,2340,0.484,0.826,193,151,96
638,2016,Buster Posey,SFG,146,614,0.111,0.293,0.781,0.681,0.915,0.459,0.606,0.061,0.215,1.036796537,2297,0.471,0.87,233,143,103
639,2014,Starlin Castro,CHC,134,569,0.176,0.309,0.67,0.65,0.881,0.459,0.568,0.09,0.266,1.181318681,2122,0.465,0.805,195,139,96
640,2012,Justin Upton,ARI,150,628,0.193,0.262,0.598,0.674,0.856,0.44,0.621,0.101,0.263,1.159574468,2376,0.443,0.771,191,155,90
641,2017,Corey Dickerson,TBR,150,629,0.242,0.455,0.716,0.785,0.753,0.4,0.618,0.155,0.257,0.685446009,2493,0.587,0.736,183,157,98
642,2017,Nick Castellanos,DET,157,665,0.214,0.346,0.592,0.732,0.839,0.429,0.639,0.131,0.271,0.928015564,2605,0.512,0.743,178,182,117
643,2014,Christian Yelich,MIA,144,660,0.208,0.217,0.656,0.619,0.902,0.43,0.586,0.068,0.271,0.939914163,2812,0.39,0.824,267,78,93
644,2010,Mike Napoli,LAA,140,510,0.269,0.264,0.529,0.64,0.787,0.466,0.524,0.13,0.306,0.972560976,2092,0.439,0.705,121,135,63
645,2011,Carlos Lee,HOU,155,653,0.092,0.261,0.757,0.641,0.94,0.463,0.593,0.051,0.238,1.307881773,2433,0.437,0.881,185,234,112
646,2015,Francisco Cervelli,PIT,130,510,0.184,0.209,0.667,0.634,0.876,0.483,0.606,0.074,0.266,1.101851852,2003,0.414,0.821,186,96,75
647,2013,Ian Desmond,WSN,158,655,0.221,0.347,0.619,0.702,0.835,0.442,0.666,0.124,0.275,0.978448276,2422,0.504,0.752,197,155,102
648,2018,Corey Dickerson,PIT,135,533,0.15,0.453,0.738,0.795,0.858,0.41,0.636,0.116,0.224,0.817658349,1986,0.593,0.804,160,150,116
649,2014,Hunter Pence,SFG,162,708,0.184,0.351,0.672,0.652,0.839,0.39,0.582,0.111,0.273,1.085062241,2811,0.469,0.762,273,177,73
650,2013,Andre Ethier,LAD,142,553,0.172,0.291,0.651,0.694,0.884,0.438,0.57,0.091,0.238,0.928571429,2162,0.467,0.802,152,143,95
651,2016,Francisco Lindor,CLE,158,684,0.129,0.303,0.714,0.697,0.906,0.431,0.596,0.077,0.237,1.115303983,2552,0.473,0.836,262,151,119
652,2013,Alfonso Soriano,- - -,151,626,0.249,0.417,0.578,0.706,0.845,0.399,0.644,0.149,0.288,0.908898305,2347,0.533,0.72,163,180,86
653,2019,Corey Seager,LAD,134,541,0.181,0.307,0.572,0.795,0.869,0.419,0.582,0.12,0.225,1.125356125,1909,0.511,0.765,154,155,86
654,2014,Adam Jones,BAL,159,682,0.195,0.409,0.629,0.767,0.833,0.41,0.62,0.142,0.259,1.005859375,2483,0.556,0.744,242,183,90
655,2016,Kole Calhoun,LAA,157,672,0.176,0.307,0.575,0.748,0.868,0.426,0.618,0.117,0.244,1.021321962,2509,0.495,0.763,182,191,106
656,2015,Russell Martin,TOR,129,507,0.209,0.233,0.626,0.603,0.866,0.477,0.578,0.084,0.275,0.957264957,2112,0.409,0.795,170,111,55
657,2019,Whit Merrifield,KCR,162,735,0.171,0.341,0.734,0.691,0.872,0.429,0.604,0.089,0.257,0.978647687,2773,0.491,0.817,209,184,157
658,2018,Eddie Rosario,MIN,138,592,0.176,0.428,0.698,0.785,0.839,0.414,0.615,0.128,0.234,0.932238193,2100,0.576,0.778,162,200,92
659,2014,Yan Gomes,CLE,135,518,0.232,0.365,0.658,0.666,0.834,0.451,0.602,0.118,0.288,0.944020356,1997,0.501,0.764,136,146,89
660,2014,Adam Eaton,CHW,123,538,0.154,0.302,0.761,0.583,0.962,0.47,0.61,0.049,0.268,0.968292683,2095,0.434,0.888,237,80,80
661,2016,Chris Davis,BAL,157,665,0.329,0.282,0.493,0.641,0.763,0.405,0.58,0.146,0.308,0.818823529,2755,0.427,0.657,127,152,69
662,2014,Albert Pujols,LAA,159,695,0.102,0.324,0.717,0.665,0.937,0.453,0.571,0.068,0.236,1.202105263,2555,0.479,0.855,261,202,108
663,2011,Matt Wieters,BAL,139,551,0.152,0.317,0.722,0.684,0.883,0.424,0.577,0.084,0.24,1.058375635,2096,0.472,0.82,181,162,74
664,2018,Matt Olson,OAK,162,660,0.247,0.251,0.672,0.696,0.777,0.427,0.541,0.114,0.27,0.813229572,2844,0.441,0.743,150,180,88
665,2016,Jay Bruce,- - -,147,589,0.214,0.33,0.627,0.773,0.846,0.423,0.57,0.12,0.24,0.83501006,2302,0.518,0.765,154,170,91
666,2015,Justin Upton,SDP,150,620,0.256,0.242,0.515,0.691,0.779,0.451,0.579,0.132,0.289,0.97979798,2514,0.445,0.701,150,171,67
667,2014,Ryan Braun,MIL,135,580,0.195,0.381,0.691,0.675,0.864,0.407,0.597,0.106,0.265,1.042394015,2080,0.501,0.786,197,138,83
668,2018,George Springer,HOU,140,620,0.197,0.255,0.637,0.685,0.852,0.434,0.571,0.096,0.255,0.968109339,2501,0.442,0.782,210,147,68
669,2019,J.T. Realmuto,PHI,145,593,0.207,0.348,0.662,0.731,0.862,0.415,0.583,0.111,0.253,0.842629482,2332,0.507,0.782,165,159,99
670,2014,Lonnie Chisenhall,CLE,142,533,0.186,0.384,0.724,0.694,0.911,0.437,0.625,0.086,0.247,0.753968254,2045,0.519,0.833,144,146,90
671,2013,Victor Martinez,DET,159,668,0.093,0.321,0.873,0.626,0.924,0.417,0.56,0.043,0.228,1.102,2601,0.448,0.902,232,195,124
672,2014,Brian Dozier,MIN,156,707,0.182,0.276,0.791,0.52,0.878,0.442,0.611,0.06,0.287,0.977272727,2956,0.384,0.843,176,203,94
673,2019,Kevin Newman,PIT,130,531,0.117,0.373,0.772,0.694,0.943,0.418,0.638,0.066,0.226,1.069825436,1882,0.507,0.87,212,122,95
674,2018,Mallex Smith,TBR,141,544,0.18,0.296,0.64,0.726,0.829,0.449,0.612,0.115,0.258,0.939698492,2061,0.489,0.766,186,95,93
675,2014,Brandon Moss,OAK,147,580,0.264,0.328,0.561,0.676,0.854,0.409,0.578,0.124,0.269,0.746236559,2357,0.47,0.733,105,169,73
676,2014,Charlie Blackmon,COL,154,648,0.148,0.379,0.752,0.7,0.926,0.432,0.637,0.075,0.222,0.834738617,2460,0.518,0.854,205,183,107
677,2016,Curtis Granderson,NYM,150,633,0.205,0.209,0.599,0.581,0.894,0.422,0.55,0.074,0.295,1.138964578,2692,0.366,0.797,152,176,90
678,2013,Coco Crisp,OAK,131,584,0.111,0.222,0.749,0.633,0.929,0.455,0.58,0.051,0.249,1.136708861,2355,0.409,0.876,183,178,88
679,2017,Shin-Soo Choo,TEX,149,636,0.211,0.216,0.595,0.651,0.863,0.462,0.582,0.088,0.27,0.971698113,2545,0.417,0.788,201,108,103
680,2017,Mookie Betts,BOS,153,712,0.111,0.22,0.726,0.538,0.927,0.438,0.567,0.051,0.287,1.775641026,2804,0.36,0.858,224,237,93
681,2016,Kendrys Morales,KCR,154,618,0.194,0.334,0.626,0.687,0.879,0.416,0.553,0.107,0.261,0.926778243,2468,0.481,0.776,196,158,89
682,2011,Ryan Roberts,ARI,143,555,0.177,0.239,0.647,0.658,0.886,0.457,0.564,0.08,0.262,1.035135135,2147,0.431,0.814,133,157,93
683,2013,James Loney,TBR,158,598,0.129,0.321,0.844,0.663,0.92,0.412,0.595,0.051,0.234,1.091743119,2221,0.462,0.889,201,133,142
684,2012,Kendrys Morales,LAA,134,522,0.222,0.356,0.618,0.704,0.855,0.409,0.596,0.122,0.272,0.913793103,2063,0.499,0.755,190,105,76
685,2014,Matt Carpenter,STL,158,709,0.157,0.19,0.795,0.494,0.948,0.453,0.577,0.033,0.302,1.145539906,3101,0.328,0.899,200,172,116
686,2017,Josh Bell,PIT,159,620,0.189,0.267,0.697,0.66,0.85,0.428,0.55,0.089,0.249,0.975391499,2551,0.435,0.796,223,136,77
687,2015,Josh Reddick,OAK,149,582,0.112,0.286,0.733,0.637,0.933,0.418,0.558,0.062,0.247,1.193298969,2296,0.433,0.856,178,188,97
688,2011,Adam Jones,BAL,151,618,0.183,0.432,0.636,0.718,0.869,0.437,0.639,0.129,0.261,0.915492958,2226,0.557,0.768,225,150,80
689,2018,Carlos Gonzalez,COL,132,504,0.224,0.353,0.601,0.74,0.818,0.385,0.605,0.138,0.254,1.050898204,1885,0.502,0.724,168,126,57
690,2017,Asdrubal Cabrera,NYM,135,540,0.154,0.284,0.706,0.7,0.889,0.442,0.585,0.081,0.226,0.995,2062,0.468,0.827,173,144,81
691,2010,Drew Stubbs,CIN,150,583,0.288,0.242,0.542,0.643,0.799,0.471,0.621,0.118,0.304,0.878865979,2338,0.431,0.723,150,138,53
692,2019,Franmil Reyes,- - -,150,548,0.285,0.343,0.483,0.776,0.768,0.398,0.626,0.178,0.302,0.93495935,2119,0.515,0.654,152,119,74
693,2015,Xander Bogaerts,BOS,156,654,0.154,0.356,0.7,0.64,0.886,0.473,0.624,0.091,0.282,1.02811245,2530,0.49,0.815,271,132,109
694,2011,Jon Jay,STL,159,503,0.161,0.311,0.677,0.681,0.92,0.435,0.608,0.08,0.244,1.090643275,1826,0.472,0.83,202,87,84
695,2016,Odubel Herrera,PHI,159,656,0.204,0.346,0.673,0.683,0.858,0.409,0.587,0.106,0.249,0.801444043,2643,0.484,0.78,206,142,96
696,2018,Joey Wendle,TBR,139,545,0.176,0.359,0.702,0.627,0.914,0.395,0.571,0.086,0.28,1.13960114,1981,0.465,0.815,184,129,87
697,2011,Starlin Castro,CHC,158,715,0.134,0.323,0.708,0.675,0.929,0.461,0.596,0.073,0.243,1.161676647,2627,0.485,0.85,283,182,117
698,2014,Marcell Ozuna,MIA,153,612,0.268,0.32,0.5,0.654,0.833,0.441,0.631,0.137,0.317,1.062992126,2388,0.467,0.705,197,137,71
699,2010,Johnny Damon,DET,145,613,0.147,0.281,0.729,0.658,0.906,0.433,0.582,0.071,0.244,0.90872211,2517,0.444,0.842,198,166,84
700,2013,Stephen Drew,BOS,124,501,0.248,0.244,0.612,0.608,0.863,0.441,0.585,0.089,0.298,0.996904025,2052,0.404,0.778,107,134,81
701,2015,Chris Coghlan,CHC,148,503,0.187,0.232,0.633,0.697,0.896,0.448,0.561,0.079,0.245,0.895561358,2016,0.44,0.819,157,117,69
702,2010,Dexter Fowler,COL,132,505,0.206,0.197,0.647,0.658,0.875,0.479,0.592,0.075,0.25,0.88172043,2046,0.418,0.819,148,109,71
703,2015,Starling Marte,PIT,153,633,0.194,0.394,0.59,0.775,0.858,0.458,0.695,0.137,0.257,0.845864662,2281,0.568,0.758,242,102,106
704,2015,Adrian Beltre,TEX,143,619,0.105,0.359,0.754,0.643,0.904,0.441,0.619,0.076,0.253,1.208530806,2288,0.484,0.842,212,182,116
