,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
1006,2012,Ike Davis,NYM,156,584,0.104,0.289,0.603,0.68,0.838,0.4,0.628,0.113,0.28,0.938271605,2364,0.445,0.746,148,152,80
1007,2019,Chris Taylor,LAD,124,414,0.089,0.298,0.479,0.749,0.816,0.439,0.626,0.147,0.283,0.727011494,1723,0.496,0.703,96,88,69
1008,2021,Harrison Bader,STL,103,401,0.067,0.345,0.637,0.641,0.876,0.421,0.601,0.106,0.293,0.969283276,1586,0.47,0.774,122,117,45
1009,2016,Albert Pujols,LAA,152,650,0.075,0.321,0.752,0.639,0.923,0.442,0.558,0.066,0.243,1.110169492,2516,0.462,0.857,230,207,87
1010,2013,Welington Castillo,CHC,113,428,0.079,0.279,0.569,0.625,0.895,0.457,0.579,0.095,0.285,1.036363636,1638,0.437,0.782,125,98,62
1011,2015,Carlos Santana,CLE,154,666,0.162,0.211,0.698,0.579,0.895,0.424,0.482,0.062,0.25,0.977324263,2863,0.367,0.83,192,160,79
1012,2016,Seth Smith,SEA,137,438,0.11,0.227,0.592,0.621,0.887,0.429,0.541,0.083,0.278,1.010380623,1857,0.396,0.79,140,89,63
1013,2021,Wil Myers,SDP,146,500,0.108,0.295,0.585,0.691,0.77,0.414,0.654,0.137,0.315,0.859195402,2010,0.459,0.701,134,112,53
1014,2019,Yasiel Puig,- - -,149,611,0.072,0.342,0.593,0.778,0.832,0.421,0.606,0.136,0.248,0.940265487,2247,0.526,0.742,162,173,90
1015,2014,Lorenzo Cain,KCR,133,502,0.048,0.346,0.591,0.667,0.888,0.458,0.667,0.11,0.28,1.055072464,1853,0.493,0.776,186,95,83
1016,2014,Khris Davis,MIL,144,549,0.058,0.3,0.525,0.744,0.817,0.454,0.572,0.14,0.275,1.04359673,2069,0.502,0.722,149,152,82
1017,2017,Jon Jay,CHC,141,433,0.085,0.376,0.687,0.686,0.904,0.446,0.647,0.094,0.249,0.694312796,1705,0.514,0.816,138,70,85
1018,2012,Jordan Pacheco,COL,132,505,0.044,0.318,0.777,0.647,0.921,0.487,0.624,0.061,0.246,1.367213115,1733,0.478,0.872,177,130,110
1019,2018,Ryan Braun,MIL,125,447,0.076,0.363,0.685,0.709,0.871,0.43,0.626,0.104,0.252,0.987654321,1581,0.512,0.796,155,91,74
1020,2013,Alex Rios,- - -,156,662,0.062,0.28,0.695,0.6,0.927,0.476,0.577,0.065,0.27,1.259259259,2497,0.432,0.848,223,178,109
1021,2018,Denard Span,- - -,137,501,0.102,0.239,0.741,0.654,0.926,0.457,0.627,0.056,0.245,0.991712707,1935,0.428,0.87,144,120,95
1022,2018,Ketel Marte,ARI,153,580,0.093,0.281,0.775,0.684,0.904,0.432,0.584,0.064,0.229,1.075609756,2177,0.455,0.859,226,128,87
1023,2013,Desmond Jennings,TBR,139,602,0.106,0.229,0.652,0.615,0.84,0.468,0.576,0.089,0.287,1.102425876,2428,0.41,0.784,192,147,70
1024,2017,Curtis Granderson,- - -,147,527,0.135,0.216,0.653,0.574,0.902,0.462,0.575,0.066,0.28,0.773584906,2382,0.382,0.826,107,160,61
1025,2019,Kole Calhoun,LAA,152,632,0.111,0.29,0.485,0.752,0.809,0.414,0.593,0.147,0.278,0.953545232,2389,0.481,0.695,159,144,87
1026,2012,Justin Morneau,MIN,134,570,0.086,0.379,0.675,0.758,0.869,0.424,0.604,0.111,0.231,0.84114053,2119,0.54,0.79,171,152,90
1027,2014,Conor Gillaspie,CHW,130,506,0.071,0.33,0.727,0.703,0.92,0.436,0.573,0.075,0.219,1.01305483,1846,0.493,0.847,153,151,84
1028,2016,Marcell Ozuna,MIA,148,608,0.071,0.329,0.588,0.665,0.863,0.422,0.632,0.116,0.28,1.304093567,2225,0.471,0.752,196,163,87
1029,2013,Pedro Alvarez,PIT,152,614,0.078,0.347,0.487,0.726,0.789,0.391,0.578,0.166,0.301,0.910411622,2415,0.495,0.66,162,137,77
1030,2017,Scott Schebler,CIN,141,531,0.073,0.35,0.585,0.764,0.82,0.42,0.582,0.142,0.252,0.951219512,1886,0.524,0.729,160,134,57
1031,2014,Marlon Byrd,PHI,154,637,0.055,0.422,0.557,0.768,0.816,0.433,0.639,0.165,0.279,0.729055258,2394,0.572,0.708,151,165,93
1032,2013,Matt Joyce,TBR,140,481,0.123,0.258,0.664,0.646,0.843,0.423,0.522,0.093,0.261,1.003039514,2003,0.422,0.78,121,142,67
1033,2019,Ryan McMahon,COL,141,539,0.104,0.292,0.545,0.767,0.783,0.428,0.627,0.147,0.267,0.6875,2249,0.495,0.703,162,89,68
1034,2019,Andrew Benintendi,BOS,138,615,0.096,0.329,0.689,0.786,0.826,0.399,0.618,0.116,0.233,0.72450805,2435,0.512,0.773,155,165,85
1035,2013,Chase Headley,SDP,141,600,0.112,0.277,0.584,0.74,0.835,0.392,0.577,0.117,0.26,0.88372093,2374,0.459,0.743,175,119,86
1036,2011,Chris Young,ARI,156,659,0.121,0.259,0.579,0.614,0.858,0.465,0.561,0.099,0.285,1.014117647,2627,0.425,0.767,136,210,85
1037,2012,Carlos Gomez,MIL,137,452,0.044,0.373,0.596,0.764,0.857,0.449,0.657,0.132,0.249,0.933333333,1532,0.549,0.759,124,133,51
1038,2013,Albert Pujols,LAA,99,443,0.09,0.334,0.712,0.656,0.911,0.419,0.515,0.079,0.238,1.110032362,1677,0.469,0.829,131,144,68
1039,2018,Kendrys Morales,TOR,130,471,0.106,0.316,0.582,0.63,0.867,0.38,0.558,0.114,0.287,1.113793103,1908,0.435,0.739,148,117,58
1040,2014,Jason Heyward,ATL,149,649,0.103,0.273,0.702,0.639,0.889,0.433,0.539,0.077,0.252,1.114485981,2548,0.432,0.822,217,170,90
1041,2019,Brian Dozier,WSN,135,482,0.127,0.223,0.61,0.622,0.847,0.421,0.56,0.09,0.285,1.02640264,2045,0.391,0.768,110,137,64
1042,2016,Justin Upton,DET,153,626,0.08,0.257,0.569,0.659,0.785,0.458,0.556,0.124,0.296,0.911832947,2606,0.441,0.717,152,169,72
1043,2017,Robbie Grossman,MIN,119,456,0.147,0.182,0.683,0.627,0.894,0.456,0.559,0.061,0.256,1.055944056,1822,0.384,0.84,123,104,75
1044,2013,Everth Cabrera,SDP,95,435,0.094,0.265,0.744,0.574,0.935,0.444,0.618,0.054,0.257,0.974110032,1749,0.403,0.865,182,57,62
1045,2011,Garrett Jones,PIT,148,478,0.1,0.322,0.666,0.694,0.82,0.416,0.573,0.114,0.265,0.838961039,1955,0.477,0.759,115,145,63
1046,2019,Vladimir Guerrero Jr.,TOR,123,514,0.089,0.316,0.637,0.719,0.872,0.378,0.642,0.106,0.255,1.093294461,1986,0.468,0.773,186,124,65
1047,2016,Brandon Moss,STL,128,464,0.084,0.34,0.472,0.74,0.802,0.424,0.621,0.165,0.291,0.771830986,1826,0.51,0.675,74,144,56
1048,2017,Chase Headley,NYY,147,586,0.102,0.258,0.585,0.679,0.846,0.439,0.594,0.106,0.28,0.945544554,2331,0.443,0.761,166,121,95
1049,2013,Jean Segura,MIL,146,623,0.04,0.338,0.774,0.636,0.914,0.434,0.608,0.067,0.26,1.193236715,2266,0.468,0.856,290,115,89
1050,2018,Ian Happ,CHC,142,462,0.152,0.247,0.504,0.683,0.702,0.416,0.578,0.156,0.324,0.742474916,1917,0.428,0.635,88,84,50
1051,2012,Marco Scutaro,- - -,156,683,0.059,0.238,0.891,0.57,0.98,0.499,0.559,0.019,0.243,1.353629977,2611,0.404,0.953,239,190,149
1052,2018,Daniel Palka,CHW,124,449,0.067,0.346,0.47,0.699,0.785,0.405,0.615,0.17,0.316,0.819875776,1839,0.489,0.652,121,100,43
1053,2017,Salvador Perez,KCR,129,499,0.034,0.479,0.704,0.746,0.906,0.404,0.631,0.113,0.225,0.860045147,1737,0.587,0.808,127,179,75
1054,2019,Scott Kingery,PHI,126,500,0.068,0.337,0.539,0.733,0.8,0.422,0.636,0.152,0.295,0.819371728,1973,0.504,0.699,106,125,82
1055,2013,Salvador Perez,KCR,138,526,0.04,0.364,0.801,0.64,0.923,0.46,0.618,0.062,0.239,1.360248447,1771,0.491,0.874,204,144,90
1056,2016,Andrew McCutchen,PIT,153,675,0.102,0.254,0.598,0.714,0.838,0.461,0.584,0.107,0.259,0.875717017,2740,0.466,0.768,164,191,103
1057,2021,Akil Baddoo,DET,124,461,0.098,0.277,0.594,0.704,0.786,0.427,0.579,0.129,0.278,0.899082569,1880,0.459,0.72,118,115,61
1058,2018,Mike Moustakas,- - -,152,635,0.077,0.37,0.677,0.736,0.884,0.413,0.591,0.105,0.229,0.914893617,2380,0.521,0.798,161,219,93
1059,2017,Odubel Herrera,PHI,138,563,0.055,0.4,0.635,0.707,0.841,0.425,0.634,0.132,0.268,0.833333333,2180,0.53,0.752,174,137,84
1060,2021,Nicky Lopez,KCR,151,565,0.087,0.282,0.75,0.643,0.928,0.447,0.619,0.06,0.251,1.037406484,2126,0.444,0.865,230,97,89
1061,2019,Eddie Rosario,MIN,137,590,0.037,0.463,0.753,0.804,0.851,0.376,0.595,0.117,0.207,0.962,2068,0.591,0.803,180,203,98
1062,2014,Ian Desmond,WSN,154,648,0.071,0.339,0.537,0.686,0.834,0.445,0.631,0.138,0.296,0.870762712,2480,0.494,0.721,206,132,73
1063,2017,Joe Panik,SFG,138,573,0.08,0.245,0.782,0.649,0.95,0.466,0.578,0.044,0.23,1.18814433,2182,0.433,0.899,203,157,101
1064,2015,Miguel Montero,CHC,113,403,0.122,0.297,0.583,0.757,0.795,0.422,0.628,0.135,0.262,0.741741742,1639,0.491,0.721,100,84,63
1065,2013,Martin Prado,ARI,155,664,0.071,0.275,0.839,0.522,0.96,0.474,0.596,0.033,0.28,1.742236025,2459,0.392,0.916,268,170,123
1066,2021,Austin Hays,BAL,131,529,0.053,0.332,0.592,0.643,0.888,0.42,0.605,0.109,0.295,1.232258065,1957,0.462,0.765,165,147,70
1067,2012,Hanley Ramirez,- - -,157,667,0.081,0.298,0.686,0.662,0.889,0.448,0.619,0.084,0.261,0.877777778,2691,0.461,0.817,224,163,87
1068,2012,Kevin Youkilis,- - -,122,509,0.1,0.202,0.609,0.553,0.898,0.479,0.546,0.068,0.295,0.988130564,2220,0.37,0.816,143,121,69
1069,2018,Maikel Franco,PHI,131,465,0.062,0.354,0.689,0.739,0.871,0.426,0.647,0.104,0.238,1.218241042,1645,0.518,0.799,184,126,64
1070,2011,Alberto Callaspo,LAA,141,536,0.108,0.248,0.86,0.631,0.931,0.438,0.524,0.038,0.227,1.20505618,2080,0.416,0.907,176,157,96
1071,2021,Ian Happ,CHC,148,535,0.116,0.263,0.526,0.687,0.799,0.412,0.583,0.13,0.3,0.8046875,2250,0.438,0.703,142,103,64
1072,2021,Andrew Benintendi,KCR,134,538,0.067,0.346,0.718,0.745,0.843,0.439,0.6,0.106,0.236,0.888888889,2045,0.522,0.796,154,162,84
1073,2011,James Loney,LAD,158,582,0.072,0.304,0.781,0.692,0.947,0.413,0.536,0.054,0.217,1.075688073,2208,0.464,0.883,190,174,105
1074,2018,Teoscar Hernandez,TOR,134,523,0.078,0.322,0.455,0.743,0.757,0.412,0.641,0.178,0.322,0.895184136,2110,0.495,0.641,115,138,63
1075,2019,Todd Frazier,NYM,133,499,0.08,0.285,0.609,0.636,0.858,0.405,0.557,0.103,0.284,1.114754098,1991,0.427,0.759,119,147,74
1076,2011,Mark Trumbo,LAA,149,573,0.044,0.421,0.675,0.688,0.856,0.425,0.621,0.12,0.268,0.917391304,2130,0.535,0.774,193,162,67
1077,2017,Matt Kemp,ATL,115,467,0.058,0.379,0.617,0.798,0.798,0.404,0.645,0.152,0.266,1.046153846,1676,0.548,0.724,165,96,79
1078,2019,Daniel Murphy,COL,132,478,0.067,0.339,0.786,0.687,0.942,0.411,0.605,0.059,0.225,0.915422886,1821,0.482,0.877,146,133,89
1079,2019,Ian Desmond,COL,140,482,0.071,0.296,0.592,0.674,0.863,0.421,0.604,0.109,0.289,1.051779935,1830,0.455,0.761,153,99,73
1080,2019,Jason Heyward,CHC,147,589,0.115,0.303,0.677,0.68,0.878,0.4,0.545,0.092,0.251,1.00248139,2231,0.454,0.797,187,138,79
1081,2014,Howie Kendrick,LAA,157,674,0.071,0.34,0.668,0.656,0.9,0.45,0.639,0.09,0.268,1.071729958,2510,0.483,0.81,305,107,96
1082,2014,Oswaldo Arcia,MIN,103,410,0.076,0.376,0.543,0.73,0.752,0.412,0.58,0.174,0.305,0.756923077,1647,0.522,0.664,90,103,53
1083,2017,Ender Inciarte,ATL,158,718,0.068,0.36,0.783,0.712,0.924,0.46,0.642,0.067,0.212,0.91708126,2539,0.522,0.872,260,161,132
1084,2017,Manny Machado,BAL,156,690,0.072,0.327,0.674,0.712,0.873,0.422,0.593,0.1,0.237,1.101694915,2548,0.489,0.796,219,219,82
1085,2016,Jayson Werth,WSN,143,606,0.117,0.238,0.703,0.546,0.867,0.467,0.568,0.071,0.308,0.828752643,2785,0.382,0.813,161,163,68
1086,2021,Austin Meadows,TBR,142,591,0.1,0.29,0.608,0.715,0.865,0.416,0.587,0.107,0.259,0.899777283,2366,0.467,0.772,116,214,74
1087,2015,DJ LeMahieu,COL,150,620,0.081,0.248,0.725,0.635,0.906,0.481,0.587,0.064,0.262,1.017817372,2451,0.434,0.852,249,89,119
1088,2015,Mark Trumbo,- - -,142,545,0.066,0.368,0.585,0.722,0.809,0.42,0.607,0.146,0.279,0.966666667,2075,0.516,0.716,157,152,68
1089,2021,Josh Rojas,ARI,139,550,0.105,0.244,0.643,0.638,0.857,0.444,0.598,0.089,0.288,0.838942308,2316,0.419,0.788,172,97,80
1090,2014,Jacoby Ellsbury,NYY,149,635,0.077,0.288,0.775,0.679,0.915,0.43,0.573,0.061,0.226,1.097065463,2354,0.456,0.865,203,163,120
1091,2012,Alex Avila,DET,116,434,0.141,0.206,0.525,0.655,0.836,0.415,0.569,0.101,0.284,1.01532567,1805,0.393,0.741,123,79,63
1092,2015,Brett Gardner,NYY,151,656,0.104,0.229,0.662,0.558,0.893,0.435,0.523,0.07,0.296,1.075376884,2732,0.372,0.813,194,145,89
1093,2018,Adrian Beltre,TEX,119,481,0.071,0.337,0.691,0.62,0.866,0.416,0.543,0.095,0.283,1.014705882,1906,0.455,0.79,131,125,89
1094,2012,Ian Kinsler,TEX,157,731,0.082,0.238,0.753,0.628,0.928,0.49,0.595,0.052,0.249,1.071969697,2902,0.429,0.879,213,239,114
1095,2015,Nick Markakis,ATL,156,686,0.102,0.266,0.861,0.623,0.926,0.435,0.56,0.041,0.25,1.062124248,2711,0.421,0.902,277,143,110
1096,2015,Yonder Alonso,SDP,103,402,0.104,0.258,0.705,0.704,0.925,0.441,0.557,0.066,0.205,1.183908046,1464,0.455,0.855,152,86,71
1097,2019,Wilson Ramos,NYM,141,524,0.084,0.375,0.691,0.761,0.895,0.424,0.641,0.101,0.218,1.172910663,1720,0.539,0.813,254,78,75
1098,2019,Nomar Mazara,TEX,116,469,0.06,0.384,0.662,0.694,0.827,0.395,0.595,0.126,0.288,0.815461347,1912,0.507,0.751,153,107,67
1099,2017,Carlos Gonzalez,COL,136,534,0.105,0.342,0.524,0.723,0.826,0.411,0.549,0.147,0.268,1.098765432,1941,0.498,0.704,173,113,70
1100,2016,Joe Mauer,MIN,134,576,0.137,0.232,0.768,0.508,0.913,0.457,0.601,0.049,0.295,1.125698324,2466,0.358,0.862,209,86,108
1101,2015,Brian McCann,NYY,135,535,0.097,0.318,0.739,0.558,0.929,0.422,0.559,0.064,0.271,1,2094,0.419,0.846,134,175,62
1102,2016,Brandon Crawford,SFG,155,623,0.091,0.308,0.56,0.786,0.841,0.43,0.563,0.129,0.241,0.950431034,2363,0.514,0.745,188,159,94
1103,2016,Lonnie Chisenhall,CLE,126,418,0.055,0.42,0.719,0.775,0.928,0.421,0.612,0.091,0.208,0.719457014,1590,0.57,0.839,111,131,76
1104,2016,Yunel Escobar,LAA,132,567,0.071,0.273,0.65,0.73,0.934,0.465,0.647,0.074,0.222,1.283286119,1956,0.486,0.848,263,94,96
1105,2012,Trevor Plouffe,MIN,119,465,0.08,0.304,0.683,0.651,0.872,0.475,0.639,0.09,0.256,0.976331361,1762,0.469,0.808,125,144,61
1106,2018,Marcell Ozuna,STL,148,628,0.061,0.325,0.613,0.728,0.87,0.396,0.613,0.113,0.261,1.236363636,2322,0.484,0.766,224,166,86
1107,2016,Troy Tulowitzki,TOR,131,544,0.079,0.284,0.721,0.635,0.858,0.458,0.594,0.084,0.268,1.091160221,2100,0.445,0.81,160,159,76
1108,2011,Johnny Damon,TBR,150,647,0.079,0.305,0.708,0.679,0.887,0.432,0.541,0.083,0.244,0.976284585,2607,0.467,0.821,205,189,100
1109,2018,Brandon Belt,SFG,112,456,0.107,0.276,0.586,0.762,0.848,0.431,0.596,0.115,0.238,0.727272727,1844,0.486,0.763,69,136,83
1110,2017,Adam Duvall,CIN,157,647,0.06,0.338,0.634,0.669,0.84,0.434,0.637,0.116,0.294,0.89539749,2484,0.481,0.758,142,208,78
1111,2018,Jean Segura,SEA,144,632,0.051,0.346,0.783,0.66,0.951,0.432,0.608,0.057,0.238,1.222222222,2209,0.482,0.883,266,151,100
1112,2015,Evan Longoria,TBR,160,670,0.076,0.306,0.666,0.678,0.849,0.449,0.591,0.101,0.265,1.043478261,2536,0.473,0.784,187,194,99
1113,2017,Kyle Seager,SEA,154,650,0.089,0.253,0.65,0.633,0.866,0.462,0.558,0.087,0.27,1.152334152,2565,0.428,0.798,147,242,80
1114,2018,Derek Dietrich,MIA,149,551,0.053,0.344,0.642,0.718,0.859,0.428,0.603,0.114,0.266,0.747412008,2163,0.504,0.774,147,130,84
1115,2014,Scooter Gennett,MIL,137,474,0.046,0.393,0.75,0.733,0.926,0.415,0.576,0.079,0.218,1.041551247,1624,0.534,0.85,155,127,94
1116,2018,Harrison Bader,STL,138,427,0.073,0.306,0.595,0.646,0.834,0.427,0.595,0.117,0.297,0.75147929,1772,0.451,0.741,101,85,68
1117,2019,Domingo Santana,SEA,121,507,0.099,0.264,0.519,0.717,0.781,0.449,0.621,0.141,0.298,0.713580247,2127,0.467,0.699,123,89,77
1118,2012,Josh Reddick,OAK,156,673,0.082,0.329,0.727,0.725,0.853,0.423,0.568,0.096,0.253,0.763636364,2672,0.496,0.805,135,229,98
1119,2017,David Freese,PIT,130,503,0.115,0.268,0.653,0.623,0.854,0.466,0.606,0.092,0.272,0.792929293,2076,0.434,0.788,179,71,64
1120,2016,Eric Hosmer,KCR,158,667,0.085,0.339,0.584,0.705,0.872,0.408,0.559,0.119,0.256,1.010660981,2563,0.488,0.754,279,117,78
1121,2012,Michael Bourn,ATL,155,703,0.1,0.235,0.625,0.623,0.86,0.444,0.552,0.088,0.277,0.960084034,2917,0.408,0.784,245,112,100
1122,2016,Brian McCann,NYY,130,492,0.11,0.302,0.695,0.614,0.907,0.411,0.543,0.077,0.264,0.875661376,2013,0.43,0.819,114,146,71
1123,2018,Buster Posey,SFG,105,448,0.1,0.295,0.801,0.642,0.928,0.423,0.565,0.054,0.232,1.137704918,1679,0.442,0.879,163,107,77
1124,2018,Andrelton Simmons,LAA,146,600,0.058,0.28,0.779,0.666,0.929,0.446,0.597,0.056,0.231,1.864963504,1980,0.452,0.877,255,159,97
1125,2021,Trey Mancini,BAL,147,616,0.083,0.341,0.616,0.665,0.83,0.397,0.565,0.124,0.287,0.940909091,2468,0.47,0.736,200,130,84
1126,2014,Yoenis Cespedes,- - -,152,645,0.054,0.372,0.67,0.678,0.889,0.441,0.611,0.102,0.269,0.96184739,2412,0.507,0.799,161,230,88
1127,2021,Mike Yastrzemski,SFG,139,532,0.096,0.275,0.639,0.687,0.845,0.439,0.583,0.102,0.268,0.823529412,2103,0.456,0.776,113,158,65
1128,2011,Alfonso Soriano,CHC,137,508,0.053,0.437,0.61,0.727,0.876,0.404,0.63,0.137,0.266,0.892156863,1856,0.554,0.751,106,186,72
1129,2016,Todd Frazier,CHW,158,666,0.096,0.326,0.602,0.656,0.819,0.428,0.607,0.125,0.279,0.842412451,2766,0.467,0.733,154,211,68
1130,2019,Dexter Fowler,STL,150,574,0.129,0.253,0.623,0.686,0.824,0.397,0.599,0.106,0.269,0.820754717,2417,0.425,0.752,135,125,88
1131,2013,Nori Aoki,MIL,155,674,0.082,0.259,0.881,0.633,0.943,0.441,0.582,0.033,0.219,1.327628362,2439,0.424,0.921,328,119,96
1132,2013,Alex Gordon,KCR,156,700,0.074,0.296,0.665,0.658,0.865,0.43,0.579,0.094,0.268,0.986138614,2805,0.452,0.791,201,196,101
1133,2017,Mitch Moreland,BOS,149,576,0.099,0.302,0.598,0.693,0.856,0.415,0.536,0.112,0.267,0.97029703,2267,0.464,0.757,170,142,80
1134,2017,Javier Baez,CHC,145,508,0.059,0.451,0.527,0.726,0.778,0.404,0.61,0.192,0.315,0.910364146,1845,0.562,0.658,158,117,50
1135,2019,Roberto Perez,CLE,119,449,0.1,0.242,0.555,0.615,0.795,0.41,0.581,0.115,0.314,0.963369963,1917,0.395,0.708,133,85,45
1136,2017,Jacoby Ellsbury,NYY,112,409,0.1,0.232,0.667,0.644,0.903,0.47,0.604,0.07,0.244,1.094339623,1563,0.425,0.835,133,90,67
1137,2018,Yan Gomes,CLE,112,435,0.048,0.386,0.595,0.743,0.836,0.42,0.593,0.142,0.278,0.735897436,1718,0.536,0.735,91,118,78
1138,2012,Dan Uggla,ATL,154,630,0.149,0.228,0.512,0.671,0.783,0.436,0.589,0.125,0.29,0.854415274,2633,0.421,0.701,120,166,72
1139,2018,Mitch Moreland,BOS,124,459,0.109,0.273,0.551,0.725,0.84,0.424,0.516,0.12,0.261,1.023411371,1754,0.465,0.742,132,114,60
1140,2014,Matt Joyce,TBR,140,493,0.126,0.252,0.605,0.679,0.807,0.431,0.552,0.112,0.264,0.931750742,2015,0.436,0.741,135,119,60
1141,2013,Manny Machado,BAL,156,710,0.041,0.314,0.709,0.672,0.879,0.463,0.614,0.087,0.252,1.254004577,2505,0.48,0.819,258,177,113
1142,2015,Howie Kendrick,LAD,117,495,0.055,0.333,0.657,0.707,0.895,0.477,0.626,0.095,0.254,0.974554707,1863,0.512,0.814,225,64,94
1143,2017,Denard Span,SFG,129,542,0.074,0.264,0.792,0.63,0.939,0.472,0.565,0.047,0.247,1.140540541,2032,0.437,0.892,190,142,90
1144,2011,Erick Aybar,LAA,143,605,0.051,0.372,0.809,0.645,0.921,0.444,0.666,0.062,0.226,1.027149321,2080,0.493,0.874,218,142,94
1145,2016,Randal Grichuk,STL,132,478,0.059,0.372,0.584,0.745,0.806,0.446,0.663,0.15,0.282,0.748166259,1843,0.538,0.721,124,134,48
1146,2012,Seth Smith,OAK,125,441,0.113,0.288,0.701,0.644,0.819,0.412,0.512,0.097,0.277,0.883076923,1821,0.435,0.773,119,103,65
1147,2013,Jedd Gyorko,SDP,125,525,0.063,0.329,0.597,0.708,0.821,0.437,0.617,0.13,0.285,0.957894737,2040,0.495,0.737,137,145,82
1148,2015,Matt Kemp,SDP,154,648,0.06,0.358,0.628,0.707,0.834,0.434,0.583,0.126,0.27,0.890838207,2534,0.509,0.752,198,161,98
1149,2012,Brandon Phillips,CIN,147,623,0.045,0.397,0.701,0.74,0.901,0.413,0.648,0.1,0.235,1.01,2291,0.539,0.814,238,163,104
1150,2014,Nick Markakis,BAL,155,710,0.087,0.267,0.852,0.586,0.949,0.438,0.572,0.035,0.258,1.154639175,2818,0.406,0.913,257,193,110
1151,2017,Yasmani Grandal,LAD,129,482,0.083,0.316,0.606,0.652,0.83,0.438,0.573,0.118,0.281,0.885714286,1916,0.463,0.744,135,124,51
1152,2011,Michael Bourn,- - -,158,722,0.073,0.272,0.653,0.62,0.898,0.444,0.597,0.08,0.272,1.037656904,2820,0.426,0.811,251,113,132
1153,2015,Ender Inciarte,ARI,132,561,0.046,0.341,0.823,0.609,0.942,0.47,0.62,0.049,0.243,1.288135593,1936,0.467,0.896,239,118,99
1154,2012,Raul Ibanez,NYY,130,425,0.082,0.3,0.688,0.651,0.876,0.415,0.508,0.087,0.265,1.168498168,1659,0.445,0.802,132,125,62
1155,2015,Neil Walker,PIT,151,603,0.073,0.326,0.702,0.726,0.884,0.432,0.63,0.091,0.239,0.859375,2336,0.499,0.817,184,162,94
1156,2012,Denard Span,MIN,128,568,0.083,0.223,0.823,0.58,0.972,0.473,0.6,0.028,0.264,1.239554318,2213,0.392,0.927,242,108,95
1157,2013,Anthony Rizzo,CHC,160,690,0.11,0.295,0.652,0.665,0.891,0.416,0.603,0.089,0.263,1.045751634,2615,0.449,0.8,204,182,94
1158,2019,C.J. Cron,MIN,125,499,0.058,0.355,0.641,0.701,0.847,0.425,0.591,0.119,0.268,0.905128205,1937,0.502,0.764,149,128,76
1159,2015,David Freese,LAA,121,470,0.066,0.302,0.594,0.634,0.887,0.456,0.604,0.099,0.279,0.960960961,1842,0.454,0.781,174,90,56
1160,2015,Luis Valbuena,HOU,132,493,0.101,0.274,0.637,0.708,0.839,0.437,0.574,0.106,0.259,0.812807882,2056,0.464,0.772,112,150,68
1161,2015,Daniel Murphy,NYM,130,538,0.058,0.335,0.835,0.715,0.975,0.417,0.572,0.039,0.188,1.194373402,1891,0.494,0.919,200,168,99
1162,2012,Jose Altuve,HOU,147,630,0.063,0.299,0.823,0.597,0.953,0.467,0.635,0.041,0.252,1.452173913,2131,0.438,0.906,264,136,101
1163,2013,Marco Scutaro,SFG,127,547,0.082,0.194,0.899,0.557,0.976,0.523,0.603,0.016,0.268,1.349253731,2142,0.384,0.957,221,135,96
1164,2016,Nori Aoki,SEA,118,467,0.073,0.277,0.8,0.678,0.933,0.486,0.623,0.05,0.227,1.066860465,1688,0.472,0.893,223,81,63
1165,2021,Yandy Diaz,TBR,134,541,0.128,0.227,0.696,0.684,0.875,0.437,0.564,0.076,0.246,1.170731707,2031,0.427,0.821,199,123,62
1166,2011,Jimmy Rollins,PHI,142,631,0.092,0.266,0.818,0.612,0.942,0.416,0.578,0.043,0.235,1.361185984,2386,0.41,0.895,196,207,102
1167,2019,Teoscar Hernandez,TOR,125,464,0.097,0.303,0.556,0.729,0.772,0.398,0.653,0.147,0.295,0.727272727,1923,0.473,0.689,103,114,47
1168,2017,Brandon Drury,ARI,135,480,0.058,0.308,0.612,0.625,0.879,0.46,0.627,0.099,0.296,1.102564103,1847,0.454,0.782,168,101,75
1169,2021,Christian Yelich,MIL,117,475,0.147,0.228,0.596,0.673,0.86,0.417,0.552,0.093,0.262,0.799442897,2012,0.414,0.775,156,68,63
1170,2014,Chase Utley,PHI,155,664,0.08,0.272,0.764,0.619,0.932,0.428,0.559,0.054,0.255,1.221957041,2549,0.42,0.87,201,185,126
1171,2018,Rougned Odor,TEX,129,535,0.08,0.354,0.664,0.646,0.871,0.418,0.609,0.104,0.263,0.824257426,1980,0.476,0.782,137,131,65
1172,2021,Josh Harrison,- - -,138,558,0.056,0.389,0.754,0.77,0.875,0.431,0.649,0.096,0.227,1.014084507,1877,0.553,0.827,170,159,103
1173,2018,Nick Williams,PHI,140,448,0.071,0.336,0.542,0.688,0.877,0.444,0.641,0.123,0.288,0.883233533,1704,0.492,0.75,129,94,72
1174,2014,Kurt Suzuki,MIN,131,503,0.068,0.252,0.813,0.603,0.937,0.49,0.584,0.043,0.246,1.177142857,1998,0.424,0.9,183,139,90
1175,2018,Justin Bour,- - -,141,501,0.146,0.298,0.658,0.583,0.813,0.406,0.553,0.105,0.31,0.879765396,2077,0.414,0.746,134,109,57
