,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,M-Swing%,Meat%,Edge%,Fair/Foul ratio
0,2019,Marcus Semien,OAK,162,747,0.137,0.23,0.683,0.687,0.896,0.418,0.632,0.072,0.251,0.761,0.066,0.409,1.15625
1,2018,Francisco Lindor,CLE,158,745,0.144,0.327,0.745,0.679,0.909,0.404,0.558,0.075,0.234,0.772,0.07,0.422,0.932885906
2,2016,George Springer,HOU,162,744,0.239,0.272,0.618,0.741,0.797,0.431,0.634,0.123,0.259,0.867,0.072,0.416,0.833928571
3,2018,Trea Turner,WSN,162,740,0.178,0.266,0.677,0.65,0.884,0.441,0.624,0.081,0.267,0.733,0.08,0.433,1.003861004
5,2016,Mookie Betts,BOS,158,730,0.11,0.255,0.715,0.584,0.948,0.476,0.608,0.052,0.275,0.708,0.08,0.433,1.583554377
6,2017,Charlie Blackmon,COL,159,725,0.186,0.302,0.7,0.647,0.901,0.465,0.574,0.078,0.251,0.763,0.067,0.451,0.853088481
7,2021,Marcus Semien,TOR,162,724,0.202,0.258,0.635,0.716,0.891,0.421,0.595,0.087,0.245,0.828,0.079,0.424,0.918772563
8,2017,Francisco Lindor,CLE,159,723,0.129,0.307,0.753,0.68,0.926,0.443,0.585,0.065,0.227,0.684,0.062,0.438,1.001801802
9,2021,Whit Merrifield,KCR,162,720,0.143,0.326,0.758,0.732,0.887,0.425,0.604,0.081,0.231,0.825,0.077,0.424,1.092307692
10,2016,Xander Bogaerts,BOS,157,719,0.171,0.338,0.684,0.591,0.907,0.455,0.591,0.083,0.284,0.647,0.084,0.43,1.011450382
11,2017,Ender Inciarte,ATL,158,718,0.131,0.36,0.783,0.712,0.924,0.46,0.642,0.067,0.212,0.774,0.074,0.431,0.91708126
12,2016,Jose Altuve,HOU,161,717,0.098,0.327,0.777,0.712,0.913,0.425,0.611,0.067,0.209,0.725,0.071,0.41,1.206751055
13,2016,Robinson Cano,SEA,161,715,0.14,0.373,0.712,0.714,0.932,0.415,0.597,0.082,0.217,0.747,0.069,0.416,1.044776119
14,2019,Ronald Acuna Jr,ATL,156,715,0.263,0.267,0.632,0.715,0.8,0.416,0.614,0.117,0.267,0.873,0.073,0.419,0.749146758
15,2019,Jonathan Villar,BAL,162,714,0.246,0.308,0.635,0.751,0.814,0.414,0.632,0.123,0.263,0.716,0.074,0.425,0.784982935
16,2015,Manny Machado,BAL,162,713,0.156,0.253,0.702,0.656,0.911,0.443,0.581,0.068,0.238,0.807,0.065,0.43,1.04233871
17,2017,Mookie Betts,BOS,153,712,0.111,0.22,0.726,0.538,0.927,0.438,0.567,0.051,0.287,0.601,0.071,0.43,1.775641026
19,2018,Manny Machado,- - -,162,709,0.147,0.322,0.658,0.735,0.89,0.401,0.563,0.098,0.232,0.808,0.064,0.415,1.17920354
20,2018,Cesar Hernandez,PHI,161,708,0.219,0.203,0.6,0.587,0.897,0.45,0.583,0.072,0.287,0.69,0.064,0.431,0.918238994
21,2018,Freddie Freeman,ATL,162,707,0.187,0.345,0.668,0.85,0.84,0.417,0.603,0.124,0.202,0.873,0.057,0.43,0.745454545
22,2017,Joey Votto,CIN,162,707,0.117,0.158,0.783,0.714,0.88,0.468,0.559,0.059,0.207,0.768,0.064,0.423,0.958250497
23,2018,Whit Merrifield,KCR,158,707,0.161,0.328,0.731,0.677,0.884,0.425,0.59,0.084,0.247,0.757,0.083,0.415,0.94384058
24,2016,Adam Eaton,CHW,157,706,0.163,0.311,0.754,0.665,0.901,0.44,0.606,0.072,0.234,0.712,0.079,0.416,0.873889876
25,2019,Mookie Betts,BOS,150,706,0.143,0.214,0.719,0.615,0.937,0.423,0.551,0.051,0.257,0.662,0.072,0.423,1.097826087
26,2018,Alex Bregman,HOU,157,705,0.121,0.2,0.791,0.605,0.928,0.423,0.54,0.043,0.252,0.671,0.076,0.43,1.231325301
27,2017,Brian Dozier,MIN,152,705,0.2,0.234,0.637,0.625,0.838,0.464,0.57,0.093,0.283,0.602,0.074,0.42,1.082191781
28,2018,Giancarlo Stanton,NYY,158,705,0.299,0.325,0.522,0.653,0.805,0.379,0.567,0.145,0.299,0.853,0.07,0.422,0.866666667
29,2018,Nick Markakis,ATL,162,705,0.113,0.229,0.786,0.616,0.933,0.453,0.569,0.045,0.259,0.734,0.078,0.42,1.221238938
30,2016,Paul Goldschmidt,ARI,158,705,0.213,0.23,0.696,0.607,0.844,0.426,0.567,0.079,0.273,0.736,0.072,0.422,0.881048387
31,2019,Rhys Hoskins,PHI,160,705,0.245,0.24,0.681,0.61,0.84,0.41,0.54,0.085,0.281,0.708,0.074,0.421,0.688888889
33,2019,Jorge Polanco,MIN,153,704,0.165,0.285,0.719,0.672,0.907,0.416,0.595,0.073,0.249,0.821,0.068,0.421,0.986538462
35,2016,Edwin Encarnacion,TOR,160,702,0.197,0.238,0.626,0.672,0.85,0.433,0.577,0.094,0.258,0.75,0.062,0.42,0.959266802
36,2019,Ozzie Albies,ATL,160,702,0.16,0.379,0.674,0.814,0.868,0.404,0.641,0.117,0.215,0.9,0.068,0.425,0.943060498
37,2019,Rafael Devers,BOS,156,702,0.17,0.405,0.719,0.762,0.826,0.404,0.611,0.121,0.234,0.861,0.073,0.423,0.878333333
38,2015,Anthony Rizzo,CHC,160,701,0.15,0.327,0.715,0.679,0.92,0.387,0.548,0.077,0.23,0.788,0.054,0.415,0.84965035
39,2016,Josh Donaldson,TOR,155,700,0.17,0.246,0.633,0.664,0.837,0.415,0.57,0.097,0.252,0.717,0.056,0.44,0.940816327
40,2019,Eduardo Escobar,ARI,158,699,0.186,0.408,0.684,0.711,0.85,0.386,0.615,0.12,0.259,0.87,0.065,0.426,0.90052356
41,2016,Kris Bryant,CHC,155,699,0.22,0.308,0.598,0.742,0.811,0.416,0.598,0.13,0.258,0.848,0.068,0.411,0.881091618
42,2016,Dustin Pedroia,BOS,154,698,0.105,0.26,0.803,0.609,0.925,0.492,0.58,0.048,0.248,0.837,0.075,0.406,1.17047817
43,2018,Jose Ramirez,CLE,157,698,0.115,0.223,0.794,0.623,0.921,0.404,0.53,0.047,0.232,0.556,0.081,0.425,0.984344423
44,2021,Vladimir Guerrero Jr.,TOR,161,698,0.158,0.283,0.558,0.761,0.84,0.397,0.628,0.124,0.25,0.853,0.068,0.422,1.30183727
46,2018,Charlie Blackmon,COL,156,696,0.193,0.318,0.699,0.666,0.893,0.448,0.602,0.085,0.253,0.814,0.082,0.442,0.862917399
47,2016,Manny Machado,BAL,157,696,0.172,0.323,0.665,0.723,0.873,0.436,0.599,0.1,0.239,0.847,0.075,0.399,1.069246436
48,2016,Nolan Arenado,COL,160,696,0.148,0.341,0.708,0.686,0.901,0.426,0.601,0.085,0.241,0.704,0.067,0.422,0.9
49,2018,Bryce Harper,WSN,159,695,0.243,0.261,0.554,0.754,0.796,0.391,0.574,0.131,0.25,0.885,0.054,0.413,0.71402214
50,2017,Christian Yelich,MIA,156,695,0.197,0.25,0.616,0.641,0.884,0.444,0.521,0.086,0.263,0.811,0.05,0.406,0.930555556
51,2017,Dee Strange-Gordon,MIA,158,695,0.134,0.366,0.779,0.678,0.916,0.5,0.65,0.069,0.235,0.794,0.083,0.439,0.970961887
52,2021,Freddie Freeman,ATL,159,695,0.154,0.297,0.741,0.807,0.844,0.42,0.573,0.097,0.204,0.916,0.067,0.437,0.803571429
53,2015,Joey Votto,CIN,158,695,0.194,0.191,0.709,0.62,0.825,0.424,0.545,0.076,0.254,0.885,0.059,0.439,0.844720497
54,2016,Jose Abreu,CHW,159,695,0.18,0.397,0.659,0.693,0.875,0.401,0.593,0.115,0.256,0.701,0.08,0.415,0.88966725
55,2015,Paul Goldschmidt,ARI,159,695,0.217,0.224,0.675,0.616,0.825,0.434,0.542,0.085,0.266,0.718,0.069,0.403,0.9
56,2016,Jean Segura,ARI,153,694,0.146,0.311,0.712,0.64,0.923,0.469,0.597,0.07,0.256,0.82,0.049,0.426,1.003766478
57,2016,Freddie Freeman,ATL,158,693,0.247,0.324,0.601,0.807,0.794,0.417,0.58,0.141,0.228,0.884,0.064,0.426,0.661442006
59,2019,Pete Alonso,NYM,161,693,0.264,0.346,0.62,0.681,0.834,0.359,0.59,0.125,0.279,0.716,0.062,0.414,0.794285714
60,2015,Prince Fielder,TEX,158,693,0.127,0.338,0.669,0.713,0.917,0.402,0.561,0.089,0.226,0.775,0.069,0.396,1.162280702
61,2019,Freddie Freeman,ATL,158,692,0.184,0.329,0.69,0.826,0.827,0.383,0.551,0.117,0.209,0.854,0.059,0.435,0.745655608
62,2017,Giancarlo Stanton,MIA,159,692,0.236,0.274,0.524,0.658,0.815,0.405,0.532,0.127,0.282,0.726,0.058,0.387,1.123393316
63,2017,Anthony Rizzo,CHC,157,691,0.13,0.304,0.71,0.668,0.906,0.437,0.562,0.077,0.233,0.729,0.071,0.43,0.848591549
64,2016,Brian Dozier,MIN,155,691,0.2,0.291,0.688,0.639,0.854,0.422,0.593,0.091,0.284,0.718,0.074,0.435,0.981519507
65,2021,Mitch Haniger,SEA,157,691,0.245,0.33,0.56,0.654,0.829,0.421,0.621,0.131,0.305,0.726,0.073,0.416,0.978678038
66,2021,Tommy Edman,STL,159,691,0.137,0.312,0.76,0.676,0.926,0.443,0.567,0.064,0.247,0.774,0.075,0.436,1.043977055
67,2019,Alex Bregman,HOU,156,690,0.12,0.188,0.77,0.588,0.917,0.406,0.552,0.046,0.25,0.676,0.072,0.418,1.165450122
68,2021,Bo Bichette,TOR,159,690,0.199,0.425,0.687,0.808,0.889,0.401,0.646,0.116,0.219,0.877,0.062,0.432,0.725321888
69,2015,Dexter Fowler,CHC,156,690,0.223,0.209,0.637,0.678,0.868,0.433,0.59,0.082,0.25,0.74,0.063,0.417,0.892276423
70,2017,Manny Machado,BAL,156,690,0.167,0.327,0.674,0.712,0.873,0.422,0.593,0.1,0.237,0.861,0.073,0.419,1.101694915
71,2018,Paul Goldschmidt,ARI,158,690,0.251,0.288,0.667,0.624,0.822,0.404,0.591,0.102,0.296,0.691,0.067,0.424,0.81871345
72,2015,Adam Eaton,CHW,153,689,0.19,0.284,0.713,0.604,0.904,0.465,0.586,0.07,0.27,0.67,0.075,0.431,0.868518519
73,2017,Elvis Andrus,TEX,158,689,0.147,0.339,0.691,0.631,0.902,0.452,0.627,0.085,0.265,0.66,0.066,0.424,1.249427918
74,2015,Jose Altuve,HOU,154,689,0.097,0.356,0.817,0.719,0.946,0.455,0.655,0.053,0.202,0.706,0.065,0.418,1.226495726
75,2016,Carlos Santana,CLE,158,688,0.144,0.198,0.665,0.64,0.878,0.437,0.526,0.072,0.247,0.754,0.063,0.443,1.22
76,2016,Jason Kipnis,CLE,156,688,0.212,0.275,0.669,0.62,0.9,0.449,0.552,0.078,0.277,0.718,0.068,0.438,0.930417495
77,2016,Corey Seager,LAD,157,687,0.194,0.322,0.594,0.79,0.884,0.443,0.608,0.113,0.219,0.921,0.068,0.441,0.901639344
78,2021,J.P. Crawford,SEA,160,687,0.166,0.255,0.743,0.655,0.922,0.463,0.598,0.059,0.245,0.748,0.09,0.424,0.901610018
79,2019,Carlos Santana,CLE,158,686,0.157,0.212,0.662,0.662,0.876,0.404,0.544,0.076,0.245,0.763,0.067,0.407,1.114558473
80,2017,Jose Bautista,TOR,157,686,0.248,0.253,0.586,0.621,0.813,0.426,0.563,0.11,0.293,0.694,0.064,0.415,0.900212314
81,2015,Kole Calhoun,LAA,159,686,0.239,0.318,0.549,0.734,0.855,0.416,0.646,0.128,0.268,0.817,0.077,0.412,1.021786492
82,2015,Kyle Seager,SEA,161,686,0.143,0.294,0.695,0.642,0.908,0.464,0.585,0.075,0.251,0.686,0.078,0.43,1.193181818
83,2015,Nick Markakis,ATL,156,686,0.121,0.266,0.861,0.623,0.926,0.435,0.56,0.041,0.25,0.695,0.067,0.424,1.062124248
84,2021,Ozzie Albies,ATL,156,686,0.187,0.385,0.691,0.834,0.815,0.405,0.611,0.133,0.221,0.963,0.062,0.422,0.8125
85,2015,Andrew McCutchen,PIT,157,685,0.194,0.237,0.606,0.708,0.826,0.432,0.555,0.105,0.246,0.841,0.075,0.42,0.903885481
86,2016,Evan Longoria,TBR,160,685,0.21,0.337,0.626,0.672,0.832,0.452,0.616,0.119,0.282,0.746,0.076,0.41,1.148148148
87,2016,Francisco Lindor,CLE,158,684,0.129,0.303,0.714,0.697,0.906,0.431,0.596,0.077,0.237,0.727,0.07,0.427,1.115303983
88,2016,Nick Markakis,ATL,158,684,0.148,0.242,0.815,0.621,0.915,0.441,0.554,0.048,0.25,0.721,0.07,0.44,1.152272727
89,2018,Ozzie Albies,ATL,158,684,0.17,0.382,0.681,0.823,0.873,0.408,0.635,0.115,0.211,0.895,0.065,0.421,0.954212454
90,2018,Jose Peraza,CIN,157,683,0.11,0.352,0.761,0.675,0.956,0.43,0.619,0.061,0.233,0.723,0.063,0.426,1.227477477
91,2015,Melky Cabrera,CHW,158,683,0.129,0.34,0.821,0.635,0.922,0.436,0.613,0.056,0.245,0.713,0.067,0.412,1.074363992
92,2018,Mitch Haniger,SEA,157,683,0.217,0.259,0.611,0.625,0.871,0.434,0.583,0.092,0.282,0.69,0.08,0.418,1.055684455
93,2016,Alcides Escobar,KCR,162,682,0.141,0.391,0.708,0.693,0.866,0.456,0.676,0.104,0.261,0.747,0.072,0.429,1.06916996
94,2018,Andrew McCutchen,- - -,155,682,0.213,0.193,0.653,0.641,0.845,0.458,0.56,0.082,0.277,0.751,0.077,0.437,0.892339545
95,2017,Brett Gardner,NYY,151,682,0.179,0.212,0.723,0.531,0.918,0.463,0.523,0.052,0.285,0.548,0.076,0.415,1.113744076
96,2019,Bryce Harper,PHI,157,682,0.261,0.316,0.522,0.773,0.797,0.364,0.595,0.153,0.267,0.836,0.061,0.422,0.75047619
97,2015,Charlie Blackmon,COL,157,682,0.164,0.281,0.735,0.603,0.921,0.446,0.578,0.062,0.268,0.773,0.076,0.427,1.012244898
98,2015,Curtis Granderson,NYM,157,682,0.221,0.199,0.654,0.608,0.885,0.433,0.531,0.069,0.282,0.725,0.059,0.425,0.894409938
99,2017,DJ LeMahieu,COL,155,682,0.132,0.238,0.799,0.593,0.935,0.493,0.591,0.043,0.255,0.647,0.077,0.442,1.117773019
100,2015,Mike Trout,LAA,159,682,0.232,0.244,0.663,0.556,0.877,0.44,0.567,0.075,0.282,0.584,0.074,0.428,0.868312757
101,2019,Paul Goldschmidt,STL,161,682,0.243,0.314,0.699,0.677,0.801,0.413,0.645,0.111,0.282,0.705,0.069,0.425,0.743150685
102,2016,Mike Trout,LAA,159,681,0.201,0.23,0.706,0.603,0.87,0.423,0.558,0.071,0.259,0.65,0.062,0.407,0.779439252
103,2018,Jed Lowrie,OAK,157,680,0.188,0.252,0.675,0.736,0.877,0.425,0.593,0.085,0.23,0.658,0.069,0.413,0.854545455
104,2017,Nolan Arenado,COL,159,680,0.156,0.306,0.631,0.709,0.873,0.436,0.572,0.103,0.244,0.751,0.075,0.406,1.030549898
105,2018,Carlos Santana,PHI,161,679,0.137,0.241,0.742,0.655,0.87,0.414,0.58,0.072,0.241,0.875,0.054,0.434,0.98340249
106,2021,DJ LeMahieu,NYY,150,679,0.138,0.256,0.785,0.621,0.926,0.432,0.611,0.051,0.259,0.692,0.076,0.414,1.111597374
107,2016,Ian Kinsler,DET,153,679,0.169,0.273,0.695,0.641,0.926,0.477,0.614,0.066,0.258,0.76,0.075,0.431,1.065677966
108,2016,Jonathan Villar,MIL,156,679,0.256,0.241,0.575,0.662,0.831,0.449,0.573,0.106,0.279,0.813,0.064,0.421,0.785575049
109,2019,Jorge Soler,KCR,162,679,0.262,0.271,0.471,0.707,0.837,0.388,0.613,0.132,0.295,0.785,0.07,0.425,0.96287703
110,2017,Marcell Ozuna,MIA,159,679,0.212,0.331,0.592,0.731,0.839,0.413,0.629,0.128,0.267,0.831,0.073,0.421,0.997881356
111,2016,Miguel Cabrera,DET,158,679,0.171,0.329,0.683,0.729,0.858,0.417,0.585,0.102,0.234,0.783,0.067,0.413,0.96993988
112,2021,Paul Goldschmidt,STL,158,679,0.2,0.281,0.716,0.661,0.811,0.423,0.571,0.099,0.285,0.729,0.074,0.403,1
113,2019,Trey Mancini,BAL,154,679,0.211,0.334,0.641,0.697,0.834,0.406,0.63,0.118,0.275,0.737,0.072,0.412,0.887189293
114,2017,Aaron Judge,NYY,155,678,0.307,0.247,0.448,0.662,0.806,0.395,0.568,0.133,0.29,0.832,0.057,0.408,0.68699187
115,2021,Jose Altuve,HOU,146,678,0.134,0.347,0.772,0.667,0.919,0.385,0.636,0.07,0.246,0.799,0.064,0.421,1.032653061
116,2018,Nick Castellanos,DET,157,678,0.223,0.386,0.525,0.788,0.844,0.41,0.653,0.159,0.267,0.897,0.072,0.398,0.973195876
117,2015,Todd Frazier,CIN,157,678,0.202,0.367,0.638,0.761,0.852,0.413,0.603,0.124,0.242,0.82,0.07,0.413,0.877256318
118,2018,Eric Hosmer,SDP,157,677,0.21,0.331,0.584,0.707,0.857,0.409,0.564,0.123,0.263,0.752,0.064,0.44,1.02832244
119,2017,Evan Longoria,TBR,156,677,0.161,0.349,0.713,0.694,0.874,0.431,0.628,0.095,0.249,0.738,0.07,0.448,1.055214724
120,2016,Ian Desmond,TEX,156,677,0.236,0.308,0.556,0.64,0.834,0.472,0.657,0.122,0.312,0.823,0.075,0.462,1.122891566
121,2021,Isiah Kiner-Falefa,TEX,158,677,0.133,0.336,0.757,0.641,0.949,0.423,0.604,0.061,0.262,0.627,0.069,0.428,1.299287411
122,2016,Joey Votto,CIN,158,677,0.177,0.208,0.758,0.686,0.855,0.447,0.544,0.071,0.23,0.884,0.063,0.419,0.780316344
123,2018,Matt Carpenter,STL,156,677,0.233,0.21,0.565,0.577,0.871,0.437,0.529,0.084,0.296,0.748,0.064,0.433,0.96626506
124,2016,Anthony Rizzo,CHC,155,676,0.16,0.322,0.698,0.642,0.909,0.405,0.572,0.081,0.249,0.715,0.058,0.425,0.940828402
125,2016,Kyle Seager,SEA,158,676,0.16,0.269,0.711,0.621,0.889,0.445,0.55,0.073,0.255,0.708,0.083,0.421,1.164677804
126,2019,Starlin Castro,MIA,162,676,0.164,0.345,0.702,0.694,0.909,0.421,0.602,0.086,0.254,0.796,0.066,0.456,1.124210526
127,2016,Wil Myers,SDP,157,676,0.237,0.262,0.697,0.603,0.865,0.427,0.578,0.08,0.282,0.7,0.071,0.434,0.88247012
128,2015,Yoenis Cespedes,- - -,159,676,0.209,0.375,0.678,0.651,0.865,0.425,0.584,0.106,0.279,0.758,0.069,0.424,0.896925859
129,2016,Andrew McCutchen,PIT,153,675,0.212,0.254,0.598,0.714,0.838,0.461,0.584,0.107,0.259,0.846,0.08,0.424,0.875717017
130,2021,Cedric Mullins II,BAL,159,675,0.185,0.3,0.717,0.645,0.878,0.436,0.591,0.082,0.255,0.795,0.079,0.429,0.979253112
131,2015,Ian Kinsler,DET,154,675,0.119,0.28,0.772,0.696,0.945,0.463,0.604,0.052,0.225,0.678,0.084,0.431,1.048262548
132,2017,Jonathan Schoop,BAL,160,675,0.21,0.371,0.59,0.74,0.839,0.416,0.612,0.138,0.263,0.752,0.06,0.43,0.98582996
133,2017,Jose Abreu,CHW,156,675,0.176,0.33,0.635,0.677,0.888,0.438,0.573,0.101,0.266,0.727,0.064,0.42,1.072186837
134,2021,Jonathan Schoop,DET,156,674,0.197,0.392,0.647,0.716,0.872,0.409,0.591,0.119,0.269,0.804,0.069,0.428,0.903811252
135,2015,Robinson Cano,SEA,156,674,0.159,0.324,0.691,0.732,0.904,0.433,0.591,0.087,0.234,0.789,0.063,0.424,1.061099796
136,2015,AJ Pollock,ARI,157,673,0.132,0.302,0.67,0.64,0.946,0.467,0.637,0.069,0.254,0.707,0.084,0.431,1.319095477
137,2021,Matt Olson,OAK,156,673,0.168,0.283,0.685,0.738,0.841,0.409,0.539,0.101,0.235,0.839,0.076,0.413,0.823529412
138,2018,Nolan Arenado,COL,156,673,0.181,0.332,0.662,0.733,0.844,0.415,0.584,0.113,0.245,0.805,0.063,0.402,0.904580153
139,2016,Adam Jones,BAL,152,672,0.171,0.448,0.611,0.827,0.856,0.415,0.631,0.151,0.23,0.852,0.058,0.402,0.915315315
140,2016,Kole Calhoun,LAA,157,672,0.176,0.307,0.575,0.748,0.868,0.426,0.618,0.117,0.244,0.859,0.066,0.42,1.021321962
141,2016,Matt Kemp,- - -,156,672,0.232,0.407,0.583,0.75,0.83,0.429,0.632,0.15,0.276,0.79,0.068,0.428,0.958
142,2017,Eric Hosmer,KCR,162,671,0.155,0.3,0.642,0.692,0.891,0.435,0.581,0.093,0.239,0.847,0.059,0.42,1.063829787
143,2021,Robbie Grossman,DET,156,671,0.231,0.192,0.646,0.64,0.871,0.426,0.541,0.074,0.271,0.794,0.071,0.42,0.879049676
144,2018,Brian Anderson,MIA,156,670,0.193,0.281,0.65,0.686,0.849,0.446,0.582,0.101,0.26,0.752,0.07,0.419,0.942973523
145,2015,Chris Davis,BAL,160,670,0.31,0.301,0.509,0.722,0.765,0.413,0.621,0.156,0.28,0.669,0.065,0.406,0.709055877
146,2015,Evan Longoria,TBR,160,670,0.197,0.306,0.666,0.678,0.849,0.449,0.591,0.101,0.265,0.706,0.088,0.429,1.043478261
147,2021,Kyle Seager,SEA,159,670,0.24,0.33,0.579,0.731,0.817,0.413,0.579,0.137,0.275,0.8,0.073,0.429,0.938559322
148,2019,Matt Chapman,OAK,156,670,0.219,0.248,0.675,0.65,0.835,0.428,0.575,0.092,0.28,0.717,0.064,0.437,0.912681913
149,2017,Nick Markakis,ATL,160,670,0.164,0.254,0.784,0.593,0.909,0.451,0.566,0.054,0.266,0.742,0.069,0.442,1.029661017
150,2017,Edwin Encarnacion,CLE,157,669,0.199,0.235,0.607,0.684,0.833,0.433,0.526,0.102,0.259,0.79,0.07,0.417,0.830409357
151,2015,Jose Abreu,CHW,154,668,0.21,0.369,0.631,0.671,0.871,0.415,0.578,0.114,0.272,0.822,0.065,0.415,0.979338843
152,2017,Carlos Santana,CLE,154,667,0.141,0.214,0.706,0.621,0.869,0.456,0.541,0.071,0.248,0.757,0.065,0.426,1.208121827
153,2019,Cesar Hernandez,PHI,161,667,0.15,0.298,0.738,0.654,0.905,0.442,0.619,0.071,0.258,0.689,0.066,0.42,1.053497942
154,2015,Eric Hosmer,KCR,158,667,0.162,0.322,0.681,0.648,0.896,0.412,0.57,0.087,0.248,0.796,0.06,0.417,1.072687225
156,2019,Eric Hosmer,SDP,160,667,0.244,0.359,0.581,0.728,0.849,0.383,0.579,0.135,0.28,0.66,0.084,0.424,0.966315789
157,2016,Mark Trumbo,BAL,159,667,0.255,0.338,0.573,0.699,0.82,0.431,0.636,0.136,0.292,0.76,0.073,0.395,0.894949495
158,2016,Nelson Cruz,SEA,155,667,0.238,0.305,0.53,0.707,0.833,0.428,0.577,0.132,0.273,0.756,0.067,0.419,0.863636364
159,2015,Carlos Santana,CLE,154,666,0.183,0.211,0.698,0.579,0.895,0.424,0.482,0.062,0.25,0.765,0.072,0.438,0.977324263
160,2015,Joe Mauer,MIN,158,666,0.168,0.271,0.747,0.574,0.902,0.456,0.572,0.062,0.281,0.772,0.071,0.422,1.043383948
161,2015,Jose Bautista,TOR,153,666,0.159,0.222,0.677,0.619,0.871,0.433,0.53,0.075,0.258,0.722,0.066,0.413,1.037296037
162,2017,Melky Cabrera,- - -,156,666,0.111,0.321,0.793,0.643,0.951,0.435,0.586,0.051,0.232,0.76,0.061,0.423,1.254545455
163,2016,Todd Frazier,CHW,158,666,0.245,0.326,0.602,0.656,0.819,0.428,0.607,0.125,0.279,0.742,0.071,0.409,0.842412451
164,2018,Anthony Rizzo,CHC,153,665,0.12,0.328,0.749,0.679,0.919,0.418,0.57,0.071,0.233,0.728,0.082,0.416,0.995959596
166,2021,David Fletcher,LAA,157,665,0.09,0.327,0.835,0.613,0.961,0.475,0.654,0.04,0.256,0.711,0.092,0.42,1.497340426
167,2017,Kris Bryant,CHC,151,665,0.192,0.283,0.647,0.683,0.85,0.427,0.576,0.101,0.239,0.81,0.065,0.419,0.838899804
168,2015,Matt Carpenter,STL,154,665,0.227,0.225,0.659,0.6,0.87,0.438,0.611,0.077,0.305,0.652,0.06,0.44,0.938053097
169,2017,Nick Castellanos,DET,157,665,0.214,0.346,0.592,0.732,0.839,0.429,0.639,0.131,0.271,0.781,0.063,0.42,0.928015564
170,2015,Nolan Arenado,COL,157,665,0.165,0.385,0.642,0.742,0.909,0.438,0.602,0.105,0.232,0.765,0.067,0.401,1.046558704
171,2017,Paul Goldschmidt,ARI,155,665,0.221,0.244,0.643,0.621,0.802,0.438,0.589,0.103,0.3,0.74,0.071,0.42,0.96287703
172,2021,Salvador Perez,KCR,161,665,0.256,0.483,0.559,0.787,0.833,0.347,0.647,0.185,0.278,0.824,0.062,0.4,0.88671875
173,2018,Shin-Soo Choo,TEX,146,665,0.235,0.239,0.598,0.624,0.821,0.432,0.582,0.103,0.284,0.649,0.069,0.436,0.928735632
174,2019,Nick Castellanos,- - -,151,664,0.215,0.409,0.585,0.763,0.879,0.39,0.619,0.14,0.257,0.852,0.066,0.416,0.916988417
175,2019,Paul DeJong,STL,159,664,0.224,0.311,0.607,0.714,0.865,0.439,0.616,0.111,0.266,0.798,0.073,0.427,0.830188679
176,2021,Rafael Devers,BOS,156,664,0.215,0.361,0.669,0.797,0.791,0.399,0.627,0.138,0.247,0.879,0.07,0.429,0.826887661
177,2017,Freddy Galvis,PHI,162,663,0.167,0.331,0.748,0.67,0.9,0.451,0.584,0.076,0.243,0.727,0.066,0.428,0.833333333
178,2015,Alcides Escobar,KCR,148,662,0.113,0.354,0.722,0.692,0.904,0.471,0.684,0.083,0.251,0.733,0.064,0.426,1.182417582
179,2021,Austin Riley,ATL,160,662,0.254,0.346,0.627,0.746,0.82,0.388,0.633,0.131,0.269,0.821,0.076,0.432,0.809792844
180,2019,Eugenio Suarez,CIN,159,662,0.285,0.266,0.513,0.686,0.846,0.423,0.618,0.12,0.292,0.712,0.072,0.401,0.795131846
181,2017,Jose Altuve,HOU,153,662,0.127,0.331,0.749,0.678,0.917,0.417,0.669,0.072,0.233,0.675,0.082,0.409,1.164733179
182,2019,Nolan Arenado,COL,155,662,0.14,0.379,0.695,0.733,0.893,0.383,0.619,0.101,0.227,0.78,0.07,0.383,1.039256198
183,2018,Yolmer Sanchez,CHW,155,662,0.208,0.343,0.704,0.643,0.87,0.441,0.61,0.094,0.287,0.751,0.073,0.452,0.831809872
184,2015,Albert Pujols,LAA,157,661,0.109,0.312,0.737,0.649,0.927,0.444,0.56,0.066,0.244,0.679,0.064,0.404,1.156182213
185,2018,Andrew Benintendi,BOS,148,661,0.16,0.284,0.765,0.708,0.875,0.413,0.566,0.076,0.222,0.849,0.073,0.43,0.94302554
186,2015,Elvis Andrus,TEX,160,661,0.118,0.258,0.716,0.611,0.93,0.478,0.623,0.058,0.256,0.672,0.092,0.415,1.322997416
187,2019,Manny Machado,SDP,156,661,0.194,0.314,0.625,0.698,0.876,0.396,0.616,0.105,0.257,0.791,0.081,0.422,1.126829268
188,2016,Carlos Correa,HOU,153,660,0.211,0.294,0.642,0.651,0.845,0.429,0.598,0.103,0.278,0.732,0.07,0.421,0.940298507
189,2019,Cody Bellinger,LAD,156,660,0.164,0.268,0.695,0.704,0.83,0.404,0.539,0.097,0.246,0.742,0.071,0.423,0.937629938
190,2018,Ender Inciarte,ATL,156,660,0.13,0.31,0.804,0.71,0.903,0.453,0.632,0.064,0.219,0.68,0.084,0.444,0.961904762
